subscription_id,user_id,plan,started_ts,cancelled_ts,mrr_usd
a4b50a53,1780,plus_monthly,2025-09-16T19:52:00,,9.99
8147029f,1789,plus_monthly,2025-09-13T14:47:00,,9.99
8bc0c2b1,1797,pro_annual,2025-09-17T06:22:00,,6.99
ff627a14,1812,plus_monthly,2025-09-19T20:57:00,,9.99
d19a5fa6,1813,plus_monthly,2025-09-24T07:31:00,,9.99
8ab1228b,1819,pro_annual,2025-09-16T13:06:00,,6.99
391efde1,1854,pro_annual,2025-09-15T21:07:00,,6.99
78a62ba9,1859,plus_monthly,2025-09-30T09:27:00,,9.99
66b71801,1868,plus_monthly,2025-09-16T03:20:00,2025-10-28T03:20:00,9.99
64ea501b,1879,pro_annual,2025-10-03T00:07:00,,6.99
072a1405,1882,plus_monthly,2025-09-22T09:40:00,2025-11-14T09:40:00,9.99
91731d8e,1885,plus_monthly,2025-09-16T12:14:00,,9.99
281d986d,1898,plus_monthly,2025-09-19T11:58:00,,9.99
319a6214,1914,plus_monthly,2025-10-03T10:54:00,,9.99
4a3ce883,1918,pro_annual,2025-09-25T19:13:00,,6.99
54da226e,1927,plus_monthly,2025-09-20T15:03:00,,9.99
f42eec41,1929,pro_annual,2025-09-22T00:10:00,,6.99
76a0bf1d,1930,plus_monthly,2025-09-27T05:36:00,,9.99
f7cfb80e,1941,plus_monthly,2025-09-20T08:02:00,,9.99
0e0a289a,1948,plus_monthly,2025-09-28T06:30:00,,9.99
b6830fad,1951,plus_monthly,2025-09-22T21:05:00,,9.99
dc007017,1956,plus_monthly,2025-09-30T07:25:00,2025-11-16T07:25:00,9.99
98d6cb79,1958,plus_monthly,2025-09-17T12:25:00,2025-11-25T12:25:00,9.99
23648d70,1966,pro_annual,2025-09-27T23:23:00,,6.99
86561e7c,1973,plus_monthly,2025-09-23T18:31:00,,9.99
e6314f9a,1976,plus_monthly,2025-10-06T12:41:00,,9.99
7587df26,1992,plus_monthly,2025-09-27T13:06:00,,9.99
a107e409,2012,plus_monthly,2025-09-27T05:09:00,,9.99
5bcd519d,2026,plus_monthly,2025-09-21T23:51:00,,9.99
cd7fa942,2035,plus_monthly,2025-09-24T22:14:00,,9.99
95f80496,2047,plus_monthly,2025-10-09T03:35:00,,9.99
ca5f6e59,2054,plus_monthly,2025-10-07T02:27:00,,9.99
5cf6eeee,2063,pro_annual,2025-10-08T14:36:00,,6.99
b66c25ad,2066,pro_annual,2025-09-28T12:37:00,,6.99
07173b5f,2071,plus_monthly,2025-10-08T11:05:00,,9.99
1572eb19,2096,plus_monthly,2025-10-04T14:11:00,,9.99
e6e50562,2106,pro_annual,2025-09-25T22:20:00,2025-11-03T22:20:00,6.99
f7ad14d6,2123,plus_monthly,2025-10-11T15:49:00,,9.99
a753070a,2128,plus_monthly,2025-09-23T03:47:00,,9.99
81ec5a46,2129,plus_monthly,2025-10-09T08:13:00,,9.99
142e9c06,2145,plus_monthly,2025-10-08T19:52:00,,9.99
3322a515,2159,pro_annual,2025-09-24T11:35:00,,6.99
e4d6daeb,2191,pro_annual,2025-10-07T21:19:00,,6.99
489269f4,2206,plus_monthly,2025-10-17T03:00:00,,9.99
c1e82b3e,2222,plus_monthly,2025-10-17T05:19:00,,9.99
aca03386,2223,pro_annual,2025-10-10T07:05:00,,6.99
6f736ffa,2226,pro_annual,2025-10-04T20:57:00,,6.99
ae43de24,2240,plus_monthly,2025-10-15T21:20:00,,9.99
ce96d4e7,2248,plus_monthly,2025-10-11T02:24:00,,9.99
f38de3f0,2252,plus_monthly,2025-09-30T08:09:00,,9.99
40b82bed,2256,pro_annual,2025-10-02T03:40:00,,6.99
0ea30dcd,2266,plus_monthly,2025-10-08T12:04:00,2025-11-10T12:04:00,9.99
51a01cb9,2267,plus_monthly,2025-09-30T03:03:00,,9.99
989d8589,2286,pro_annual,2025-10-18T05:25:00,,6.99
8b2fdc8f,2287,plus_monthly,2025-10-15T20:42:00,,9.99
0a063ba9,2290,plus_monthly,2025-10-04T06:25:00,,9.99
91f28ef3,2295,plus_monthly,2025-10-05T00:10:00,,9.99
a6f8d52c,2304,plus_monthly,2025-10-19T07:43:00,,9.99
babae94c,2305,plus_monthly,2025-10-12T00:04:00,2025-11-06T00:04:00,9.99
6aebee88,2315,plus_monthly,2025-10-04T01:15:00,2025-11-14T01:15:00,9.99
51274c6e,2324,pro_annual,2025-10-12T07:07:00,,6.99
487b060a,2335,plus_monthly,2025-10-18T12:24:00,,9.99
b56867ab,2352,plus_monthly,2025-10-09T11:12:00,,9.99
bc57d26c,2362,plus_monthly,2025-10-07T08:40:00,,9.99
0203d7f4,2384,plus_monthly,2025-10-12T12:01:00,,9.99
23f5f3bf,2411,plus_monthly,2025-10-07T14:40:00,,9.99
33a57254,2453,pro_annual,2025-10-10T21:23:00,,6.99
74a3e80d,2458,plus_monthly,2025-10-25T01:07:00,,9.99
8c008ed3,2482,plus_monthly,2025-10-13T08:26:00,,9.99
8d12438a,2483,pro_annual,2025-10-07T00:48:00,2025-10-30T00:48:00,6.99
ec54a598,2498,plus_monthly,2025-10-17T08:24:00,,9.99
c6db782f,2500,pro_annual,2025-10-15T00:48:00,,6.99
82897fc4,2510,pro_annual,2025-10-16T09:40:00,,6.99
21c24f48,2514,pro_annual,2025-10-16T13:44:00,,6.99
58b6c424,2531,plus_monthly,2025-10-28T22:18:00,,9.99
2402ee5a,2537,pro_annual,2025-10-19T03:48:00,,6.99
95d8e674,2542,plus_monthly,2025-10-28T15:43:00,,9.99
642051d7,2561,plus_monthly,2025-10-30T11:17:00,,9.99
9015007b,2568,plus_monthly,2025-10-17T17:11:00,,9.99
1d20ca8d,2570,plus_monthly,2025-10-25T03:48:00,,9.99
a582e4ab,2573,plus_monthly,2025-10-18T07:07:00,,9.99
2aeb655b,2577,pro_annual,2025-10-19T06:06:00,,6.99
01f7d43b,2609,pro_annual,2025-10-23T12:56:00,,6.99
1fdaac41,2654,plus_monthly,2025-10-17T22:38:00,,9.99
fd7fd345,2662,plus_monthly,2025-10-15T10:19:00,2025-11-26T10:19:00,9.99
b3e80c87,2679,pro_annual,2025-10-19T00:41:00,,6.99
7c394103,2682,plus_monthly,2025-10-23T16:30:00,,9.99
078d5d5c,2692,plus_monthly,2025-10-25T11:09:00,,9.99
9013409f,2704,pro_annual,2025-11-01T11:28:00,,6.99
a2ad949d,2706,plus_monthly,2025-10-22T23:12:00,,9.99
bfc74de8,2724,plus_monthly,2025-10-25T14:01:00,,9.99
c8e3453c,2726,plus_monthly,2025-11-01T15:45:00,,9.99
aa4d685a,2744,plus_monthly,2025-10-30T16:21:00,,9.99
f61a1e1a,2772,pro_annual,2025-10-20T20:48:00,2025-11-23T20:48:00,6.99
7a48b952,2776,plus_monthly,2025-10-19T09:05:00,,9.99
10177ce1,2780,plus_monthly,2025-10-30T01:28:00,,9.99
35c659ff,2782,plus_monthly,2025-10-25T00:55:00,,9.99
d15b6385,2788,plus_monthly,2025-10-27T16:39:00,,9.99
1908201b,2796,pro_annual,2025-10-27T13:16:00,,6.99
3c53a2fd,2801,plus_monthly,2025-10-25T09:50:00,,9.99
009cabff,2802,plus_monthly,2025-10-22T23:37:00,,9.99
f6e8f7af,2805,plus_monthly,2025-10-24T09:16:00,,9.99
a3ffbfb0,2806,plus_monthly,2025-10-26T01:44:00,,9.99
489a1850,2818,plus_monthly,2025-10-26T17:18:00,,9.99
e5c0f99a,2827,plus_monthly,2025-10-31T17:29:00,,9.99
e3263f97,2830,plus_monthly,2025-10-23T05:44:00,,9.99
702c50d7,2841,plus_monthly,2025-11-02T11:28:00,,9.99
5b5831ce,2861,pro_annual,2025-11-02T02:15:00,,6.99
0a5b495c,2874,plus_monthly,2025-11-11T18:58:00,,9.99
64587805,2880,plus_monthly,2025-10-22T13:51:00,,9.99
6a6ddbb8,2883,pro_annual,2025-11-10T11:44:00,,6.99
f8ef04d4,2887,pro_annual,2025-11-01T20:00:00,,6.99
3c6bc546,2894,plus_monthly,2025-10-24T23:03:00,2025-11-13T23:03:00,9.99
d84851f6,2898,pro_annual,2025-10-29T18:35:00,,6.99
da4af24f,2904,plus_monthly,2025-11-08T19:27:00,,9.99
8dba57e9,2907,plus_monthly,2025-10-28T06:11:00,,9.99
73e8e3f2,2910,plus_monthly,2025-11-11T18:04:00,,9.99
82a4c13d,2917,plus_monthly,2025-10-28T18:04:00,,9.99
0be11a77,2942,plus_monthly,2025-11-13T03:40:00,,9.99
f66086ad,2951,pro_annual,2025-10-28T03:31:00,,6.99
29e1883f,2954,pro_annual,2025-11-12T00:41:00,,6.99
a7f35437,2971,pro_annual,2025-11-04T05:57:00,,6.99
ff564d30,2986,plus_monthly,2025-11-10T23:01:00,,9.99
e6ac7e03,2999,plus_monthly,2025-10-28T22:27:00,,9.99
6df700f5,3002,plus_monthly,2025-11-04T13:27:00,,9.99
66b560c9,3012,plus_monthly,2025-11-02T12:41:00,,9.99
f51b0ddc,3030,plus_monthly,2025-11-10T01:56:00,,9.99
954a2850,3035,pro_annual,2025-11-02T16:07:00,,6.99
29f2fda1,3040,plus_monthly,2025-11-15T19:24:00,,9.99
8229910e,3044,plus_monthly,2025-11-05T02:34:00,,9.99
55489e26,3047,plus_monthly,2025-11-04T04:38:00,,9.99
128c5fae,3065,plus_monthly,2025-11-18T06:41:00,,9.99
9607ec40,3078,plus_monthly,2025-11-06T06:49:00,,9.99
c22c1f06,3084,pro_annual,2025-11-03T00:12:00,,6.99
14404c12,3109,plus_monthly,2025-11-04T07:05:00,,9.99
04c12d4e,3111,plus_monthly,2025-11-04T06:22:00,,9.99
e89f5eb4,3113,plus_monthly,2025-11-05T05:18:00,,9.99
5a22444b,3121,plus_monthly,2025-11-08T13:21:00,,9.99
7aea0595,3122,plus_monthly,2025-11-07T18:57:00,,9.99
0c695a55,3131,plus_monthly,2025-11-18T18:00:00,,9.99
2e0825ad,3138,plus_monthly,2025-11-05T00:15:00,,9.99
5f7c7f11,3143,plus_monthly,2025-11-17T06:53:00,,9.99
e3ed39da,3162,plus_monthly,2025-11-20T15:27:00,,9.99
d27783f1,3166,pro_annual,2025-11-19T16:10:00,,6.99
c693f139,3173,plus_monthly,2025-11-10T20:41:00,,9.99
8f50100d,3175,plus_monthly,2025-11-08T07:16:00,,9.99
092ff483,3177,plus_monthly,2025-11-09T23:50:00,,9.99
5bda34af,3178,plus_monthly,2025-11-09T15:21:00,,9.99
759724cc,3191,pro_annual,2025-11-17T12:40:00,,6.99
d8e5b80f,3192,pro_annual,2025-11-14T13:40:00,,6.99
993e2422,3196,plus_monthly,2025-11-03T18:29:00,,9.99
5b1fff9a,3213,pro_annual,2025-11-17T15:08:00,,6.99
baea0062,3214,plus_monthly,2025-11-20T12:51:00,,9.99
47dc01ae,3240,plus_monthly,2025-11-11T13:32:00,,9.99
c9f64ed4,3243,plus_monthly,2025-11-15T03:50:00,,9.99
5f2fc263,3256,plus_monthly,2025-11-25T20:22:00,,9.99
41bf015c,3264,pro_annual,2025-11-24T07:51:00,,6.99
4589ff31,3280,pro_annual,2025-11-05T11:25:00,,6.99
65357ce4,3283,plus_monthly,2025-11-11T23:44:00,,9.99
ffa71139,3289,plus_monthly,2025-11-07T04:49:00,,9.99
dc87a4b3,3292,plus_monthly,2025-11-21T13:00:00,,9.99
8926e629,3302,pro_annual,2025-11-22T23:40:00,,6.99
8b8e21f3,3303,pro_annual,2025-11-11T11:33:00,,6.99
56528f22,3305,plus_monthly,2025-11-20T09:12:00,,9.99
6c23792b,3333,plus_monthly,2025-11-22T14:14:00,,9.99
fdd4dc50,3378,pro_annual,2025-11-10T00:32:00,,6.99
14afec6d,3398,plus_monthly,2025-11-26T06:21:00,,9.99
447d14f6,3405,plus_monthly,2025-11-14T04:43:00,,9.99
c7da70e9,3408,plus_monthly,2025-11-28T19:17:00,,9.99
4753f68a,3411,pro_annual,2025-11-29T04:09:00,,6.99
ea1e1047,3412,plus_monthly,2025-11-21T01:21:00,,9.99
83a32112,3427,plus_monthly,2025-11-20T07:15:00,,9.99
f8c7941b,3461,plus_monthly,2025-11-16T07:46:00,,9.99
01749ab5,3471,plus_monthly,2025-11-27T04:46:00,,9.99
78e3b72e,3473,plus_monthly,2025-11-26T09:02:00,,9.99
16a2553a,3486,pro_annual,2025-11-21T00:25:00,,6.99
436d9301,3500,plus_monthly,2025-11-27T08:58:00,,9.99
f3804221,3511,plus_monthly,2025-11-17T12:28:00,,9.99
d7e7601a,3525,plus_monthly,2025-11-14T14:28:00,,9.99
5512550c,3544,plus_monthly,2025-11-18T01:20:00,,9.99
db8c4024,3548,pro_annual,2025-11-23T02:56:00,,6.99
