event_id,user_id,event_type,event_ts,lesson_id,platform
16918,214,lesson_started,2025-07-08T09:58:00,10.0,web
182015,2315,lesson_completed,2025-10-08T03:32:00,166.0,android
113720,1464,app_opened,2025-09-19T09:03:00,,ios
142002,1811,lesson_started,2025-10-07T03:14:00,99.0,ios
240959,3209,streak_extended,2025-11-17T01:55:00,,android
189394,2412,lesson_completed,2025-10-19T15:55:00,46.0,android
114461,1472,app_opened,2025-09-02T22:52:00,,ios
52156,683,lesson_completed,2025-07-23T21:52:00,104.0,ios
258733,3880,lesson_completed,2025-11-27T20:07:00,34.0,ios
128684,1648,app_opened,2025-09-27T15:35:00,,android
5889,74,app_opened,2025-06-06T20:01:00,,ios
135512,1727,lesson_started,2025-09-13T00:27:00,173.0,web
67010,883,lesson_started,2025-09-01T00:46:00,156.0,web
221077,2859,lesson_completed,2025-11-12T21:32:00,192.0,ios
31456,413,lesson_started,2025-07-15T14:39:00,28.0,android
131775,1679,app_opened,2025-09-30T04:01:00,,web
117998,1518,lesson_started,2025-10-04T13:03:00,196.0,android
70011,920,lesson_completed,2025-08-12T05:12:00,190.0,android
31528,415,lesson_completed,2025-07-12T19:18:00,93.0,ios
235400,3099,app_opened,2025-11-06T04:29:00,,android
104713,1336,streak_extended,2025-09-13T18:27:00,,android
2775,35,lesson_completed,2025-06-12T07:40:00,21.0,android
106350,1361,lesson_started,2025-08-30T05:16:00,95.0,android
111006,1426,lesson_started,2025-09-05T04:24:00,131.0,ios
141480,1807,lesson_started,2025-09-16T04:54:00,116.0,web
40287,522,lesson_completed,2025-08-11T10:39:00,21.0,web
151265,1928,lesson_started,2025-09-25T20:52:00,120.0,android
215281,2783,lesson_completed,2025-11-03T23:16:00,123.0,android
25967,337,lesson_completed,2025-07-01T08:14:00,86.0,android
141426,1806,lesson_completed,2025-10-09T06:27:00,139.0,ios
44679,578,app_opened,2025-07-21T10:14:00,,android
231050,3012,lesson_completed,2025-11-12T13:34:00,75.0,android
249506,3426,lesson_completed,2025-11-26T03:52:00,30.0,android
89312,1151,lesson_completed,2025-08-16T16:22:00,172.0,web
197043,2532,app_opened,2025-10-28T02:59:00,,ios
149496,1910,lesson_started,2025-09-26T09:16:00,103.0,ios
227516,2960,lesson_started,2025-11-05T01:26:00,37.0,ios
211862,2726,lesson_started,2025-10-23T17:42:00,167.0,ios
251643,3499,lesson_completed,2025-11-16T00:12:00,93.0,web
25032,322,lesson_started,2025-06-25T00:16:00,133.0,android
8140,101,streak_extended,2025-07-07T04:48:00,,ios
237489,3140,streak_extended,2025-11-13T17:44:00,,android
139922,1787,lesson_completed,2025-10-01T04:08:00,16.0,android
117344,1512,lesson_started,2025-09-13T02:29:00,145.0,
219211,2837,lesson_completed,2025-10-21T16:01:00,159.0,ios
144970,1850,lesson_completed,2025-09-22T20:39:00,69.0,android
180286,2292,lesson_started,2025-10-30T22:08:00,78.0,android
45309,587,lesson_completed,2025-08-04T13:55:00,46.0,ios
70390,923,app_opened,2025-08-25T18:05:00,,ios
31126,407,lesson_completed,2025-07-06T20:41:00,61.0,ios
136163,1735,lesson_started,2025-09-11T03:49:00,2.0,ios
166448,2113,app_opened,2025-10-07T13:19:00,,ios
208925,2685,lesson_started,2025-10-25T02:12:00,167.0,web
119498,1533,streak_extended,2025-09-10T15:18:00,,web
116830,1505,lesson_started,2025-09-16T14:17:00,3.0,ios
19173,245,app_opened,2025-06-24T08:23:00,,android
97830,1256,streak_extended,2025-09-20T11:32:00,,android
5414,67,lesson_completed,2025-06-25T05:54:00,143.0,web
111763,1437,lesson_started,2025-09-10T05:50:00,159.0,android
245143,3300,lesson_completed,2025-11-06T15:04:00,163.0,ios
256567,3719,app_opened,2025-11-20T07:00:00,,ios
201564,2593,lesson_completed,2025-10-21T22:21:00,142.0,ios
239989,3191,lesson_started,2025-11-12T14:19:00,93.0,android
39907,517,lesson_completed,2025-08-02T05:12:00,128.0,ios
203712,2619,lesson_completed,2025-10-25T02:52:00,179.0,android
189026,2407,lesson_started,2025-10-12T01:50:00,10.0,android
171286,2173,lesson_started,2025-10-05T02:50:00,150.0,android
174289,2213,lesson_started,2025-10-10T21:21:00,78.0,ios
259606,3981,lesson_started,2025-11-29T05:57:00,115.0,ios
63946,844,lesson_started,2025-08-12T04:06:00,77.0,ios
83235,1079,lesson_started,2025-08-15T12:04:00,120.0,ios
79180,1030,lesson_started,2025-08-07T13:22:00,142.0,ios
27628,356,lesson_completed,2025-07-13T07:57:00,112.0,android
117441,1513,lesson_started,2025-09-18T15:08:00,138.0,web
138031,1761,lesson_completed,2025-09-17T23:04:00,119.0,android
98629,1267,lesson_started,2025-08-23T10:08:00,87.0,ios
236552,3125,app_opened,2025-10-31T05:44:00,,ios
174301,2213,lesson_started,2025-11-05T23:30:00,189.0,ios
195686,2511,lesson_started,2025-10-30T21:33:00,9.0,ios
248679,3402,lesson_started,2025-11-09T21:36:00,105.0,android
115860,1493,app_opened,2025-09-02T19:19:00,,ios
222936,2886,lesson_completed,2025-11-11T05:27:00,108.0,ios
246215,3327,lesson_completed,2025-11-23T04:58:00,163.0,android
139025,1775,streak_extended,2025-10-14T19:09:00,,ios
164286,2087,app_opened,2025-11-02T15:43:00,,android
4791,58,lesson_started,2025-06-18T23:29:00,130.0,android
153880,1960,lesson_completed,2025-09-27T13:15:00,168.0,android
242764,3246,lesson_started,2025-11-16T08:31:00,166.0,web
115963,1494,lesson_started,2025-09-01T15:14:00,112.0,android
50059,648,lesson_completed,2025-07-23T23:14:00,89.0,ios
138775,1773,lesson_started,2025-10-09T13:32:00,26.0,ios
236704,3128,lesson_started,2025-11-12T02:39:00,74.0,web
35107,450,streak_extended,2025-07-26T14:56:00,,web
212742,2741,lesson_completed,2025-11-04T20:17:00,179.0,android
22193,283,streak_extended,2025-07-01T05:33:00,,ios
213957,2761,lesson_completed,2025-10-22T00:12:00,74.0,ios
217909,2818,lesson_completed,2025-11-22T18:10:00,41.0,android
64258,845,app_opened,2025-10-12T18:51:00,,ios
93860,1209,lesson_completed,2025-09-12T21:17:00,87.0,ios
44946,582,lesson_completed,2025-07-17T10:08:00,160.0,web
172466,2186,lesson_started,2025-11-09T00:26:00,65.0,android
169795,2154,lesson_completed,2025-11-24T04:06:00,132.0,web
58695,780,lesson_started,2025-07-26T17:38:00,8.0,android
257432,3776,lesson_completed,2025-11-23T17:56:00,178.0,web
120976,1553,lesson_started,2025-09-05T20:48:00,146.0,web
77051,1008,lesson_completed,2025-08-13T04:57:00,137.0,ios
8312,106,lesson_started,2025-06-13T05:59:00,55.0,ios
175021,2224,lesson_started,2025-10-10T09:11:00,26.0,web
201183,2588,lesson_started,2025-11-02T22:45:00,99.0,web
215434,2787,lesson_started,2025-10-23T18:05:00,71.0,ios
87905,1133,app_opened,2025-08-19T23:25:00,,android
32919,431,lesson_started,2025-07-15T02:58:00,192.0,ios
23631,298,lesson_started,2025-07-17T10:55:00,3.0,ios
91621,1185,signup,2025-08-12T10:30:00,,ios
32323,425,lesson_completed,2025-07-07T00:48:00,58.0,ios
24313,309,lesson_started,2025-07-06T06:17:00,100.0,android
109057,1399,lesson_started,2025-09-23T13:54:00,142.0,ios
251580,3497,lesson_completed,2025-11-17T11:42:00,149.0,ios
166991,2119,lesson_completed,2025-10-03T09:54:00,131.0,ios
241349,3217,lesson_completed,2025-11-16T11:00:00,160.0,web
16748,211,lesson_completed,2025-07-16T16:14:00,1.0,ios
183961,2340,lesson_completed,2025-10-30T21:21:00,91.0,ios
222060,2874,app_opened,2025-11-03T18:58:00,,ios
229934,2999,signup,2025-10-26T22:27:00,,android
119001,1528,lesson_completed,2025-10-01T02:06:00,31.0,ios
135547,1728,lesson_started,2025-10-07T12:57:00,127.0,ios
140663,1797,lesson_completed,2025-09-25T07:00:00,63.0,android
160723,2038,lesson_started,2025-10-18T14:28:00,175.0,ios
138016,1761,lesson_started,2025-09-14T23:32:00,15.0,ios
169812,2155,streak_extended,2025-09-27T12:04:00,,android
37880,487,lesson_started,2025-07-19T22:53:00,9.0,web
68663,903,lesson_started,2025-08-14T20:03:00,60.0,ios
177954,2264,lesson_started,2025-10-21T22:34:00,160.0,web
199822,2570,app_opened,2025-10-21T03:48:00,,web
210219,2704,lesson_started,2025-10-29T13:36:00,112.0,ios
207190,2663,lesson_completed,2025-10-31T00:24:00,107.0,android
168842,2140,lesson_completed,2025-10-16T06:56:00,56.0,android
18059,231,lesson_completed,2025-08-06T12:22:00,89.0,android
159725,2030,lesson_completed,2025-10-07T03:59:00,30.0,ios
61271,816,lesson_started,2025-07-24T17:45:00,23.0,android
253826,3576,app_opened,2025-11-27T04:22:00,,ios
104624,1336,lesson_completed,2025-09-12T21:04:00,160.0,android
127325,1631,app_opened,2025-09-13T17:33:00,,android
119301,1531,lesson_started,2025-10-02T03:58:00,150.0,android
7343,94,lesson_started,2025-06-27T08:46:00,8.0,android
121106,1555,lesson_started,2025-09-07T04:59:00,48.0,web
148831,1902,app_opened,2025-09-27T00:58:00,,web
11242,141,app_opened,2025-06-14T04:22:00,,android
166100,2109,lesson_completed,2025-10-25T06:26:00,198.0,ios
174557,2217,lesson_started,2025-10-16T13:15:00,19.0,web
171920,2180,lesson_started,2025-10-31T16:31:00,111.0,android
135618,1728,streak_extended,2025-09-24T10:05:00,,ios
97822,1256,app_opened,2025-09-18T11:32:00,,ios
161103,2044,lesson_started,2025-09-29T01:22:00,152.0,ios
141549,1808,lesson_started,2025-09-13T16:06:00,163.0,web
190621,2430,streak_extended,2025-10-19T08:11:00,,ios
103497,1321,streak_extended,2025-09-20T04:26:00,,ios
108828,1397,lesson_completed,2025-08-23T01:40:00,71.0,android
104013,1329,lesson_completed,2025-09-08T18:13:00,87.0,ios
226948,2949,lesson_started,2025-11-13T13:22:00,159.0,ios
115977,1494,lesson_completed,2025-09-01T13:06:00,21.0,web
201425,2590,app_opened,2025-10-28T03:20:00,,ios
115021,1482,lesson_completed,2025-09-17T07:48:00,157.0,android
246498,3336,lesson_completed,2025-11-20T07:43:00,65.0,android
231615,3022,lesson_started,2025-11-03T03:33:00,115.0,android
194661,2493,lesson_started,2025-10-20T15:43:00,26.0,ios
116877,1506,lesson_started,2025-08-27T13:19:00,28.0,ios
98445,1265,app_opened,2025-08-31T18:36:00,,ios
228055,2966,lesson_started,2025-10-25T22:06:00,147.0,web
7094,91,lesson_started,2025-06-16T05:42:00,78.0,web
118602,1523,lesson_started,2025-09-20T14:15:00,171.0,ios
2979,37,streak_extended,2025-06-23T10:18:00,,ios
204169,2624,lesson_started,2025-10-20T06:11:00,130.0,android
255737,3670,lesson_started,2025-11-20T11:49:00,19.0,web
158592,2016,lesson_started,2025-10-13T09:31:00,184.0,ios
173837,2206,lesson_started,2025-10-13T05:32:00,173.0,
125471,1604,app_opened,2025-09-07T21:19:00,,ios
65705,868,lesson_started,2025-08-18T11:07:00,45.0,android
95560,1230,lesson_started,2025-08-25T06:03:00,34.0,ios
150254,1917,lesson_started,2025-09-18T14:27:00,190.0,ios
241110,3213,lesson_completed,2025-11-03T16:45:00,118.0,android
75215,984,app_opened,2025-08-23T13:09:00,,ios
257654,3794,lesson_started,2025-11-29T06:18:00,25.0,android
216168,2795,lesson_started,2025-11-10T15:39:00,43.0,ios
42326,546,lesson_started,2025-07-25T02:24:00,48.0,web
105434,1347,lesson_started,2025-08-25T09:42:00,147.0,ios
203994,2622,streak_extended,2025-10-13T17:15:00,,web
233503,3056,lesson_started,2025-11-02T23:57:00,6.0,android
92738,1199,lesson_completed,2025-08-30T10:02:00,87.0,ios
119298,1531,app_opened,2025-10-02T01:27:00,,android
230172,3002,app_opened,2025-11-01T13:27:00,,ios
198621,2552,lesson_completed,2025-10-19T02:44:00,170.0,ios
187378,2386,lesson_started,2025-10-04T07:18:00,15.0,ios
257425,3776,lesson_started,2025-11-22T15:24:00,122.0,ios
238463,3160,lesson_completed,2025-11-14T12:37:00,139.0,web
253808,3576,lesson_completed,2025-11-23T05:52:00,198.0,android
257902,3810,streak_extended,2025-11-28T09:42:00,,ios
26360,341,lesson_completed,2025-08-04T18:07:00,180.0,
78630,1022,streak_extended,2025-08-11T19:33:00,,android
103347,1321,app_opened,2025-09-16T04:26:00,,android
185581,2359,app_opened,2025-11-01T13:57:00,,
131503,1677,lesson_completed,2025-09-21T02:02:00,114.0,ios
109141,1401,streak_extended,2025-08-23T20:46:00,,web
54130,713,lesson_completed,2025-09-10T19:22:00,147.0,android
109464,1404,lesson_started,2025-09-06T01:23:00,87.0,web
88552,1144,lesson_completed,2025-08-26T20:21:00,101.0,ios
110866,1423,lesson_started,2025-08-31T08:43:00,180.0,android
51453,670,lesson_started,2025-07-20T10:25:00,119.0,android
193719,2483,lesson_completed,2025-10-12T02:06:00,3.0,android
171921,2180,lesson_completed,2025-10-31T16:40:00,111.0,android
186800,2376,lesson_completed,2025-10-03T04:00:00,88.0,android
81053,1056,app_opened,2025-08-10T17:04:00,,ios
127094,1629,app_opened,2025-09-19T22:45:00,,ios
107330,1375,lesson_started,2025-09-06T07:14:00,102.0,android
155332,1977,lesson_completed,2025-10-22T04:08:00,91.0,android
170119,2160,lesson_started,2025-10-20T15:26:00,193.0,ios
118615,1523,lesson_completed,2025-09-18T14:41:00,82.0,ios
13771,174,lesson_completed,2025-07-19T11:51:00,61.0,ios
152647,1946,lesson_completed,2025-09-22T10:30:00,97.0,web
141373,1806,app_opened,2025-09-30T05:11:00,,ios
122348,1568,lesson_started,2025-09-30T17:31:00,192.0,ios
227039,2950,lesson_completed,2025-11-05T22:15:00,111.0,android
87885,1132,app_opened,2025-09-11T06:52:00,,ios
42721,550,lesson_started,2025-07-23T12:20:00,55.0,ios
143194,1824,lesson_completed,2025-10-20T20:02:00,139.0,ios
246346,3334,lesson_completed,2025-11-07T08:38:00,20.0,web
12201,154,lesson_completed,2025-06-25T13:32:00,96.0,web
68297,901,app_opened,2025-08-10T09:35:00,,ios
104177,1330,signup,2025-08-19T07:03:00,,ios
184007,2341,lesson_started,2025-10-12T06:51:00,13.0,android
94410,1215,lesson_started,2025-08-21T09:27:00,90.0,android
35625,458,lesson_started,2025-07-03T03:13:00,86.0,web
130622,1668,app_opened,2025-09-30T23:29:00,,ios
220578,2852,lesson_completed,2025-10-27T10:57:00,24.0,ios
77808,1014,lesson_completed,2025-09-13T22:49:00,124.0,ios
139350,1779,streak_extended,2025-09-18T11:07:00,,web
49959,647,lesson_completed,2025-07-15T18:58:00,88.0,ios
8102,101,lesson_started,2025-06-16T05:49:00,2.0,ios
126417,1616,lesson_started,2025-09-05T11:05:00,116.0,ios
89943,1160,lesson_completed,2025-09-02T17:35:00,116.0,ios
214453,2769,lesson_started,2025-10-24T01:19:00,176.0,ios
56897,751,lesson_started,2025-07-29T16:32:00,97.0,ios
202485,2607,lesson_started,2025-10-12T20:35:00,139.0,android
115216,1485,lesson_started,2025-09-27T05:21:00,197.0,ios
98513,1266,lesson_started,2025-09-17T07:35:00,28.0,ios
199442,2565,app_opened,2025-10-30T08:33:00,,ios
176332,2245,signup,2025-09-28T02:52:00,,android
197808,2542,lesson_started,2025-10-15T17:23:00,125.0,android
77024,1008,lesson_completed,2025-08-21T03:44:00,69.0,ios
142406,1815,lesson_started,2025-09-22T15:03:00,157.0,android
231528,3021,lesson_started,2025-11-05T23:01:00,17.0,android
16243,205,lesson_completed,2025-07-18T19:20:00,172.0,ios
122276,1568,streak_extended,2025-09-29T16:54:00,,android
26932,349,lesson_completed,2025-07-08T03:31:00,102.0,ios
252690,3537,lesson_started,2025-11-21T08:14:00,65.0,android
246323,3333,lesson_started,2025-11-07T16:23:00,127.0,android
201924,2598,streak_extended,2025-10-22T23:56:00,,ios
120450,1546,lesson_completed,2025-08-29T07:54:00,185.0,android
21610,274,lesson_started,2025-06-26T08:59:00,127.0,android
34876,448,lesson_started,2025-07-13T16:36:00,25.0,ios
186803,2376,streak_extended,2025-10-03T03:20:00,,android
137803,1758,lesson_started,2025-10-04T05:23:00,139.0,ios
91544,1183,streak_extended,2025-09-02T14:02:00,,android
172812,2190,app_opened,2025-10-13T13:52:00,,web
120652,1549,lesson_started,2025-09-16T14:27:00,100.0,android
171649,2177,streak_extended,2025-10-17T20:23:00,,web
162523,2065,lesson_completed,2025-09-21T16:16:00,37.0,ios
123343,1582,lesson_started,2025-09-10T19:11:00,31.0,ios
188627,2400,lesson_started,2025-10-22T07:56:00,97.0,ios
257880,3809,lesson_started,2025-11-27T16:48:00,133.0,android
183297,2333,lesson_started,2025-10-18T00:36:00,79.0,ios
79876,1041,lesson_started,2025-09-09T00:28:00,109.0,android
30432,396,lesson_completed,2025-07-19T22:32:00,45.0,web
102779,1315,lesson_started,2025-08-18T14:43:00,27.0,android
184823,2351,lesson_completed,2025-10-09T20:44:00,117.0,ios
226395,2939,lesson_completed,2025-10-29T19:09:00,172.0,web
204398,2625,app_opened,2025-10-29T02:08:00,,ios
80825,1054,app_opened,2025-08-16T20:52:00,,ios
171946,2181,lesson_completed,2025-09-29T01:42:00,153.0,android
79538,1036,lesson_started,2025-08-15T00:08:00,173.0,ios
90732,1173,lesson_started,2025-08-11T05:14:00,6.0,web
107963,1385,streak_extended,2025-08-24T11:00:00,,android
85497,1107,lesson_started,2025-08-21T00:29:00,73.0,android
154233,1962,app_opened,2025-10-07T15:12:00,,web
167298,2122,lesson_completed,2025-10-09T15:37:00,196.0,ios
238570,3160,lesson_completed,2025-11-22T12:27:00,161.0,ios
144348,1841,lesson_started,2025-09-14T12:57:00,85.0,android
123301,1582,lesson_started,2025-09-16T18:31:00,165.0,ios
82188,1067,lesson_started,2025-08-15T22:01:00,197.0,web
209479,2695,app_opened,2025-10-28T22:59:00,,android
100955,1291,lesson_completed,2025-08-26T13:13:00,41.0,ios
112571,1449,app_opened,2025-09-17T08:28:00,,ios
165798,2105,lesson_started,2025-09-29T05:20:00,89.0,ios
16792,212,lesson_started,2025-06-27T00:10:00,175.0,ios
52444,687,lesson_completed,2025-07-29T19:09:00,2.0,android
15757,199,lesson_started,2025-07-01T02:46:00,36.0,web
208972,2686,lesson_started,2025-11-21T20:28:00,13.0,android
13442,171,app_opened,2025-06-27T05:11:00,,android
3740,45,lesson_completed,2025-06-04T13:44:00,91.0,android
98647,1267,app_opened,2025-09-04T07:31:00,,ios
45501,590,lesson_started,2025-07-19T05:05:00,4.0,web
64758,853,lesson_started,2025-08-13T06:28:00,14.0,ios
184184,2343,lesson_started,2025-10-13T01:17:00,46.0,ios
178758,2274,lesson_completed,2025-10-26T16:45:00,28.0,ios
218212,2822,lesson_started,2025-10-25T14:55:00,36.0,ios
90546,1169,lesson_started,2025-08-17T15:40:00,72.0,ios
1046,12,lesson_completed,2025-06-07T13:07:00,67.0,ios
106733,1363,lesson_completed,2025-09-12T18:30:00,199.0,ios
136712,1744,lesson_started,2025-10-14T17:23:00,137.0,web
115617,1490,app_opened,2025-08-28T06:41:00,,ios
71560,940,lesson_started,2025-08-19T16:06:00,31.0,ios
57676,764,lesson_started,2025-07-21T11:41:00,26.0,android
183817,2339,streak_extended,2025-10-16T17:05:00,,ios
11908,150,app_opened,2025-07-08T10:28:00,,ios
98954,1269,lesson_completed,2025-09-19T14:57:00,52.0,ios
425,4,lesson_started,2025-06-07T10:36:00,96.0,ios
146453,1867,streak_extended,2025-09-23T11:47:00,,web
112971,1455,lesson_completed,2025-08-29T21:17:00,22.0,ios
71909,946,app_opened,2025-08-19T17:05:00,,ios
3197,39,lesson_completed,2025-06-15T06:04:00,2.0,ios
65519,866,lesson_completed,2025-08-06T07:38:00,95.0,android
157036,1996,streak_extended,2025-09-18T11:01:00,,ios
107091,1371,lesson_started,2025-08-21T17:17:00,92.0,android
236400,3122,lesson_completed,2025-10-31T19:31:00,197.0,web
168477,2134,lesson_started,2025-10-09T18:50:00,104.0,ios
153238,1952,lesson_completed,2025-09-16T09:29:00,191.0,ios
136718,1744,lesson_completed,2025-09-28T17:30:00,180.0,web
243621,3263,streak_extended,2025-11-05T04:40:00,,android
235190,3093,app_opened,2025-11-23T05:17:00,,web
161704,2053,app_opened,2025-10-09T03:20:00,,ios
19486,247,lesson_completed,2025-07-10T22:46:00,137.0,ios
149073,1905,lesson_completed,2025-09-26T21:58:00,150.0,ios
2441,31,lesson_started,2025-06-13T04:06:00,88.0,android
189810,2419,lesson_completed,2025-10-07T19:36:00,143.0,ios
25103,322,lesson_started,2025-07-13T00:12:00,108.0,android
44862,581,lesson_completed,2025-07-10T15:58:00,14.0,android
81348,1058,lesson_started,2025-08-10T09:31:00,121.0,ios
235787,3107,lesson_completed,2025-10-31T11:08:00,157.0,ios
105154,1342,streak_extended,2025-08-20T02:23:00,,ios
49805,645,lesson_completed,2025-07-19T14:49:00,72.0,android
227525,2960,lesson_completed,2025-10-31T03:19:00,93.0,ios
206787,2658,lesson_completed,2025-10-26T16:18:00,183.0,ios
66236,873,lesson_started,2025-08-03T19:18:00,121.0,ios
152958,1949,lesson_completed,2025-10-13T20:44:00,65.0,android
5849,73,lesson_completed,2025-06-10T20:38:00,179.0,android
161845,2054,lesson_started,2025-09-23T04:09:00,140.0,android
127735,1636,lesson_completed,2025-09-20T04:21:00,70.0,android
29180,377,lesson_started,2025-07-17T17:31:00,100.0,
148756,1900,lesson_started,2025-09-22T19:11:00,179.0,ios
159872,2031,lesson_started,2025-09-27T22:29:00,187.0,ios
245994,3320,lesson_started,2025-11-13T12:08:00,194.0,ios
208941,2686,streak_extended,2025-10-15T18:20:00,,web
130118,1665,lesson_started,2025-09-08T05:41:00,52.0,ios
221122,2860,lesson_completed,2025-11-06T09:49:00,24.0,android
84354,1093,lesson_started,2025-08-26T13:19:00,56.0,ios
171310,2173,streak_extended,2025-10-02T00:42:00,,ios
118460,1522,lesson_completed,2025-09-11T16:17:00,165.0,android
71113,936,lesson_started,2025-08-09T01:15:00,46.0,android
169286,2146,lesson_started,2025-10-09T17:48:00,88.0,ios
156057,1986,lesson_completed,2025-09-24T09:17:00,89.0,android
149100,1905,streak_extended,2025-09-29T20:12:00,,ios
31892,420,lesson_started,2025-07-22T04:02:00,10.0,ios
57134,755,lesson_completed,2025-07-20T08:59:00,84.0,
